Title,Synopsis,Original Language,Runtime,Director,Top Cast,Tomato Meter,Audience Score,No. Reviews,Genre,Link,All Genres
The Idol 2016,"Talented teenage singer Mohammed Assaf (Tawfeek Barhom) travels from the Gaza Strip to Egypt to audition for the television show ""Arab Idol.""",Ara,97,Hany Abu-Assad,"['Qais Atallah', 'Young Mohammed Assaf', 'Hiba Attalah', 'Nour', 'Ahmad Qassim', 'Young Ahmad', 'Abd-Elkarim Abu-Barakeh', 'Young Omar', 'Teya Hussein', 'Young Amal', 'Tawfeek Barhom', 'Mohammed Assaf']",0.84,0.65,49,Biography,https://www.rottentomatoes.com/m/the_idol_2016,"Biography, Drama, Music"
A Band Called Death 2013,Filmmakers Mark Covino and Jeff Howlett tell the story of the Hackney brothers and how the discovery of their long-lost demo tape led to their band's newfound popularity.,Eng,98,"Mark Christopher Covino, Jeff Howlett","['Alice Cooper', 'Kid Rock', 'Henry Rollins', 'Elijah Wood', 'Ahmir ""Questlove"" Thompson', 'Vernon Reid']",0.94,0.85,53,Documentary,https://www.rottentomatoes.com/m/a_band_called_death_2013,"Documentary, Biography, Music"
Marianne And Leonard Words Of Love,"A story of enduring love between Leonard Cohen and his Norwegian muse, Marianne Ihlen. Filmmaker Nick Broomfield chronicles their relationship, from the early days in Greece to how their love evolved when Leonard became a successful musician.",Eng,97,Nick Broomfield,"['Nick Broomfield', 'Narrator', 'Nancy Bacal', 'Voice', 'Judy Collins', 'Self', 'Ron Cornelius', 'Self', 'John Lissauer', 'Self', 'Julie Felix', 'Self']",0.79,0.85,116,Documentary,https://www.rottentomatoes.com/m/marianne_and_leonard_words_of_love,"Documentary, Music, Biography"
Chavela,"The life of Mexican singer Chavela Vargas, who gains worldwide fame for her beauty and charm and her interpretation of traditional ranchera.",Spa,91,"Catherine Gund, Daresha Kyi","['Pedro Almodóvar', 'Self', 'Catherine Gund', 'Director', 'Daresha Kyi', 'Director', 'Catherine Gund', 'Producer', 'Daresha Kyi', 'Producer', 'Lynda Weinman', 'Executive Producer']",0.95,0.81,40,Documentary,https://www.rottentomatoes.com/m/chavela,"Documentary, Music"
A Poem Is A Naked Person,Filmmaker Les Blank captures music and other events at Leon Russell's recording studio from 1972 to 1974.,Eng,90,Les Blank,"['Leon Russell', 'Eric Andersen', 'Malissa Bates', 'Les Blank', 'David Briggs', 'Ambrose Campbell']",0.88,0.57,40,Documentary,https://www.rottentomatoes.com/m/a_poem_is_a_naked_person,"Documentary, Music"
Miss Sharon Jones,Filmmaker Barbara Kopple follows rhythm and blues singer Sharon Jones as she tries to hold her band together while battling pancreatic cancer.,Eng,93,Barbara Kopple,"['Sharon Jones', 'Self', 'Barbara Kopple', 'Director', 'Barbara Kopple', 'Producer', 'David Cassidy', 'Producer', 'Gary Griffin', 'Cinematographer', 'Tony Hardmon', 'Cinematographer']",0.91,0.88,54,Documentary,https://www.rottentomatoes.com/m/miss_sharon_jones,"Documentary, Music"
The Punk Singer 2013,"Filmmaker Sini Anderson explores the life and career of punk rocker Kathleen Hanna, the Bikini Kill frontwoman who became a pioneer of the ""riot grrrl"" movement of the 1990s.",Eng,81,Sini Anderson,"['Kathleen Hanna', 'Self', 'Corin Tucker', 'Self', 'Allison Victoria-Wolfe', 'Self', 'Ann Powers', 'Self', 'Carrie Brownstein', 'Self', 'Joan Jett', 'Self']",0.91,0.83,68,Documentary,https://www.rottentomatoes.com/m/the_punk_singer_2013,"Documentary, Biography, Music"
Every Little Step,"Filmmakers James D. Stern and Adam Del Deo explore the genesis and legacy of the Broadway musical ""A Chorus Line."" Dancers struggle through auditions for a revival of the show, as Stern and Del Deo present interviews past and present with cast and crew, comparing the original production with the show's original incarnation.",Eng,96,"Adam Del Deo, James D. Stern","['Candy Ann Brown', 'Self', 'Michelle Liu Coughlin', 'Self', 'Mara Davi', 'Self', 'Natascia Diaz', 'Self', 'Tyce Diorio', 'Self', 'Rick Faugno', 'Self']",0.92,0.88,95,Documentary,https://www.rottentomatoes.com/m/every_little_step,"Documentary, Music"
Jimmy Carter Rock And Roll President,"A portrait showing how Jimmy Carter's lifelong passion for music gave him an unexpected edge as a presidential candidate. Through folk, soul, gospel, jazz, and rock 'n' roll, Carter tapped into a force that transcended divides.",Eng,95,Mary Wharton,"['Jimmy Carter', 'Self', 'Bob Dylan', 'Self', 'Willie Nelson', 'Self', 'Mary Wharton', 'Director', 'Bill Flanagan', 'Writer', 'Chris Farrell', 'Producer']",0.95,0.77,40,Documentary,https://www.rottentomatoes.com/m/jimmy_carter_rock_and_roll_president,"Documentary, Music"
Leto,"A love triangle emerges around a rock 'n' roll musician, his protege, and his wife in 1980s Russia.",Rus,126,Kirill Serebrennikov,"['Roma Zver', 'Mike', 'Irina Starshenbaum', 'Natalia Vassilievana ""Natasha"" Naumenko', 'Yoo Teo', 'Viktor Tsoy', 'Filipp Avdeev', 'Lenya, dit Liocha', 'Evgeniy Serzin', 'Oleg', 'Aleksandr Gorchilin', 'Punk']",0.79,0.78,61,Biography,https://www.rottentomatoes.com/m/leto,"Biography, Drama, Music"
Sing Your Song,"Harry Belafonte rises to fame, becoming an acclaimed singer and actor, and working tenaciously throughout his career as a social activist.",Eng,103,Susanne Rostock,"['Harry Belafonte', 'Sidney Poitier', 'Marge Champion', 'Julian Bond', 'George Schlatter', 'Diahann Carroll']",0.95,0.79,40,Documentary,https://www.rottentomatoes.com/m/sing_your_song,"Documentary, Biography, Music"
Matangimayamia,"Drawn from a never before seen cache of personal footage spanning decades, Stephen Loveridge creates an intimate portrait of the Sri Lankan artist and musician known as M.I.A.",Eng,90,Stephen Loveridge,"['M.I.A.', 'Self', 'Stephen Loveridge', 'Director', 'Michael Raisler', 'Executive Producer', 'Philipp Engelhorn', 'Executive Producer', 'Paul Mezey', 'Producer', 'Andrew Goldman', 'Producer']",0.9,0.83,59,Documentary,https://www.rottentomatoes.com/m/matangimayamia,"Documentary, Music"
Quest 2017,"Filmed over the course of eight years, filmmaker Jonathan Olshefski chronicles the daily struggles and successes of the Raineys, an African-American family living in Philadelphia.",Eng,105,Jonathan Olshefski,"['Nas', 'Self', 'James Blakely', 'Self', 'Christopher Rainey', 'Self', 'Tyrone Moore', 'Self', 'Ammo', 'Self', 'William Withers', 'Self']",0.98,0.75,61,Documentary,https://www.rottentomatoes.com/m/quest_2017,"Documentary, Music"
Soul Power,"In Zaire, James Brown, B.B. King, Miriam Makeba, the Spinners and others perform in a three-day concert preceding 1974's ""Rumble in the Jungle"" boxing match between Muhammad Ali and George Foreman. Among the songs performed are ""Soul Power,"" ""One of a Kind (Love Affair),"" ""The Click Song"" and ""Payback.""",Eng,93,Jeffrey Kusama-Hinte,"['Leon Gast', 'Self', 'Hugh Masekela', 'Self', 'Johnny Pacheco', 'Self', 'Maceo Parker', 'Self', 'George Plimpton', 'Self', 'David Butts', 'Self']",0.84,0.79,74,Documentary,https://www.rottentomatoes.com/m/soul_power,"Documentary, Music"
The Go Gos,"The Go-Go's become the first successful, all-girl band to write their own songs and play their own instruments while making it to No. 1 on the charts.",Eng,98,Alison Ellwood,"['Alison Ellwood', 'Director', 'Trevor Birney', 'Producer', ""Eimhear O'Neill"", 'Producer', 'Corey Russell', 'Producer', 'David Blackman', 'Executive Producer', 'Wally Eltawashy', 'Executive Producer']",0.98,0.94,49,Documentary,https://www.rottentomatoes.com/m/the_go_gos,"Documentary, Music"
American Hardcore,"Filmmaker Paul Rachman recalls the 1980s American punk-rock movement. The retrospective features interviews and performance footage with such bands as Black Flag, Circle Jerks, Bad Brains, Jerry's Kids, Gang Green, Poison Idea, Flipper and SS Decontrol.",Eng,100,Paul Rachman,"['Lucky Lehrer', 'Vic Bondi', 'Joe Keithley', 'Keith Morris', 'Angie Sciarappa', 'Nancy Barile']",0.72,0.78,60,Documentary,https://www.rottentomatoes.com/m/american_hardcore,"Documentary, History, Drama, Music"
Ballet 422,Filmmaker Jody Lee Lipes follows emerging choreographer Justin Peck as he undertakes the difficult tasks of creating and dancing in the New York City Ballet's 422nd original piece.,Eng,72,Jody Lee Lipes,"['Tiler Peck', 'David Prottas', 'Amar Ramasar', 'Jody Lee Lipes', 'Director', 'Ellen Bar', 'Producer', 'Anna Rose Holmer', 'Producer']",0.87,0.62,46,Documentary,https://www.rottentomatoes.com/m/ballet_422,"Documentary, Music"
Maria By Callas,Never-before-seen footage and performances offer insight into the life and career of renowned opera singer Maria Callas.,Eng,113,Tom Volf,"['Fanny Ardant', 'Narrator', 'Joyce DiDonato', 'María Callas Voice', 'Tom Volf', 'Director', 'Tom Volf', 'Screenwriter', 'Thierry Bizot', 'Producer', 'Emmanuel Chain', 'Producer']",0.91,0.7,82,Documentary,https://www.rottentomatoes.com/m/maria_by_callas,"Documentary, Biography, Music"
Cunningham,The artistic evolution of Merce Cunningham -- from his early years as a struggling dancer in postwar New York to his emergence as one of the world's most visionary choreographers.,Eng,93,Alla Kovgan,"['Carolyn Brown', 'Self', 'John Cage', 'Self', 'Ashley Chen', 'Self', 'Brandon Collwes', 'Self', 'Dylan Crossman', 'Self', 'Julie Cunningham', 'Self']",0.89,0.71,62,Documentary,https://www.rottentomatoes.com/m/cunningham,"Documentary, Biography, Music"
Itzhak,The life and music of Israeli conductor and musician Itzhak Perlman.,Eng,83,Alison Chernick,"['Itzhak Perlman', 'Self', 'Alison Chernick', 'Director', 'Alison Chernick', 'Writer', 'Helen Yum', 'Writer', 'Alison Chernick', 'Producer', 'Michael Kantor', 'Executive Producer']",0.9,0.81,40,Documentary,https://www.rottentomatoes.com/m/itzhak,"Documentary, Music"
Gainsbourg A Heroic Life,The life of French singer Serge Gainsbourg.,Fre,130,Joann Sfar,"['Eric Elmosnino', 'Serge Gainsbourg', 'Lucy Gordon', 'Jane Birkin', 'Laetitia Casta', 'Brigitte Bardot', 'Doug Jones', 'La Gueule', 'Anna Mouglalis', 'Juliette Gréco', 'Mylène Jampanoï', 'Bambou']",0.73,0.68,82,Biography,https://www.rottentomatoes.com/m/gainsbourg_a_heroic_life,"Biography, Drama, Music"
Mistaken For Strangers,Filmmaker Tom Berninger follows members of The National as they embark on an international tour.,Eng,80,Tom Berninger,"['Matt Berninger', 'Aaron Dessner', 'Bryce Dessner', 'Carin Besser', 'Barack Obama', 'Tom Berninger', 'Director']",0.92,0.85,62,Documentary,https://www.rottentomatoes.com/m/mistaken_for_strangers,"Documentary, Comedy, Music"
Whitney Can I Be Me,"Filmmaker Nick Broomfield goes in search of the forces that made and then destroyed singer Whitney Houston, who has been described as having one of the greatest voices of the last 50 years.",Eng,90,"Nick Broomfield, Rudi Dolezal","['Tony Anderson', 'Burt Bacharach', 'David Foster', 'Sharlotte Gibson', 'Frances Grill', 'Cissy Houston']",0.87,0.63,77,Documentary,https://www.rottentomatoes.com/m/whitney_can_i_be_me,"Documentary, Music"
Grace Jones Bloodlight And Bami,"Electrifying concert performances and intimate, personal footage showcase the life and talent of singer and actress Grace Jones.",Eng,116,Sophie Fiennes,"['Grace Jones', 'Self', 'Sophie Fiennes']",0.87,0.37,84,Documentary,https://www.rottentomatoes.com/m/grace_jones_bloodlight_and_bami,"Documentary, Music"
Heart Of Gold,"Shot over the span of two nights in the summer of 2005 at Ryman Auditorium in Nashville, Tenn., this Jonathan Demme concert film combines interviews with Neil Young and other band members with the premiere of various songs from the album ""Prairie Wind."" The concert film also features a special acoustic encore of older Young songs, as a special favor to Demme for the purposes of the film. Songs performed include ""Far from Home,"" ""Heart of Gold,"" ""Harvest Moon,"" and ""Comes a Time.""",Eng,103,Jonathan Demme,"['Neil Young', 'Emmylou Harris', 'Pegi Young', 'Ben Keith', 'Spooner Oldham', 'Rick Rosas']",0.9,0.78,97,Documentary,https://www.rottentomatoes.com/m/heart_of_gold,"Documentary, Music"
The Music Of Strangers Yo Yo Ma And The Silk Road Ensemble,"Filmmaker Morgan Neville profiles cellist Yo-Yo Ma and the Silk Road Ensemble, an eclectic group of musicians who tour worldwide.",Eng,96,Morgan Neville,"['Yo-Yo Ma', 'Self', 'Morgan Neville', 'Director', 'Caitrin Rogers', 'Producer', 'Laura Freid', 'Executive Producer', 'Jeff Skoll', 'Executive Producer', 'Diane Weyermann', 'Executive Producer']",0.85,0.84,59,Documentary,https://www.rottentomatoes.com/m/the_music_of_strangers_yo_yo_ma_and_the_silk_road_ensemble,"Documentary, Music"
Eat That Question Frank Zappa In His Own Words,"Interviews, concert performances and archival footage offer insight into the life and career of musician Frank Zappa.",Eng,90,Thorsten Schütte,"['Steve Allen', 'Self', 'Angel', 'Self', 'Theodore Bikel', 'Rance Muhammitz', 'Jimmy Carl Black', 'Self', 'Tom Brokaw', 'Self', 'Katie Couric', 'Self']",0.92,0.73,75,Documentary,https://www.rottentomatoes.com/m/eat_that_question_frank_zappa_in_his_own_words,"Documentary, Music"
Music,"Zu (Kate Hudson) is a free spirit estranged from her family who suddenly finds herself the sole guardian of her half sister, Music (Maddie Ziegler), The musical drama explores the tenuous bonds that hold us together, and imagines a world where those bonds can be strengthened in times of great challenge: love, trust, and being able to be there for each other is everything.",Eng,107,Sia,"['Kate Hudson', 'Zu', 'Leslie Odom Jr.', 'Ebo', 'Maddie Ziegler', 'Music', 'Ben Schwartz', 'Rudy', 'Mary Kay Place', 'Millie', 'Héctor Elizondo', 'George']",0.07,0.14,57,Musical,https://www.rottentomatoes.com/m/music,"Musical, Drama"
Phantom Of The Opera,"From his hideout beneath a 19th century Paris opera house, the brooding Phantom (Gerard Butler) schemes to get closer to vocalist Christine Daae (Emmy Rossum). The Phantom, wearing a mask to hide a congenital disfigurement, strong-arms management into giving the budding starlet key roles, but Christine instead falls for arts benefactor Raoul (Patrick Wilson). Terrified at the notion of her absence, the Phantom enacts a plan to keep Christine by his side, while Raoul tries to foil the scheme.",Eng,141,Joel Schumacher,"['Gerard Butler', 'The Phantom', 'Emmy Rossum', 'Christine', 'Patrick Wilson', 'Raoul', 'Miranda Richardson', 'Madame Giry', 'Minnie Driver', 'Carlotta', 'Simon Callow', 'Andre']",0.33,0.84,169,Musical,https://www.rottentomatoes.com/m/phantom_of_the_opera,"Musical, Drama, Romance"
Dear Evan Hansen,"The breathtaking, generation-defining Broadway phenomenon becomes a soaring cinematic event as Tony, Grammy and Emmy Award winner Ben Platt reprises his role as an anxious, isolated high schooler aching for understanding and belonging amid the chaos and cruelty of the social-media age.",Eng,137,Stephen Chbosky,"['Ben Platt', 'Evan Hansen', 'Amy Adams', 'Cynthia Murphy', 'Julianne Moore', 'Heidi Hansen', 'Kaitlyn Dever', 'Zoe Murphy', 'Amandla Stenberg', 'Alana Beck', 'Nik Dodani', 'Jared Kalwani']",0.29,0.88,279,Musical,https://www.rottentomatoes.com/m/dear_evan_hansen,"Musical, Drama"
Burlesque,"Ali (Christina Aguilera), a small-town gal with a great voice, leaves a troubled life behind and follows her dreams to Los Angeles. She lands a job as a cocktail waitress at the Burlesque Lounge, a once-majestic theater that houses an inspired musical revue led by Tess (Cher), the proprietor. Ali vows to perform there and, with the help of a savvy stage manager and a gender-bending host, she makes the leap from bar to stage, helping restore the club's former glory.",Eng,116,Steve Antin,"['Cher', 'Tess', 'Christina Aguilera', 'Ali', 'Eric Dane', 'Marcus', 'Cam Gigandet', 'Jack', 'Stanley Tucci', 'Sean', 'Julianne Hough', 'Georgia']",0.37,0.64,177,Drama,https://www.rottentomatoes.com/m/burlesque,"Drama, Musical"
